Title,Year,Month,Day,Hour
on continuous-time threshold autoregression,1992,7,16,2
continuous time threshold autoregressive models,1991,2,16,1
calculating the odds,1987,9,15,9
about me,1,1,1,0
handling papers as an ijf associate editor,1,1,1,0
handling papers as an ijf editor,1,1,1,0
handling papers as an ijf guest editor,1,1,1,0
in the news,1,1,1,0
research team,1,1,1,0
trustworthy ai helps regions bank better serve customers,2021,6,17,11
operationalize ai: you built an ai model  now what?,2021,6,16,17
how bakery company vaasan used ai to upgrade their planning,2021,6,14,18
how do you drive exponential growth in the healthcare industry?,2021,6,4,9
ibm planning analytics delivers continuous integration with watson,2021,6,3,15
you could be paying less for software licensing,2021,5,28,21
making data simple: what does legacy powers legendary mean?,2021,5,27,14
building an ai framework for fair hiring: a u.s. employer puts antibias first,2021,5,24,10
a learning guide to accelerate data analysis with spss statistics,2021,5,20,9
making data simple: how does ai impact sports?,2021,5,19,13
how to succeed with ai: do it backwards,2021,5,26,18
keep your business logic out of (code) jail,2021,3,4,15
decision-driven data analytics,2021,1,4,19
maximizing the roi of your business rules investment,2020,12,3,16
job opening at decision management solutions – delivery management,2020,10,19,18
machine learning week 2021 call for speakers,2020,10,6,14
getting executive support for machine learning – backwards,2020,10,2,13
go to war with the data you have,2020,8,10,14
analytic enterprises: three critical success factors,2020,7,16,18
gartner top 10 trends include decision intelligence,2020,6,18,14
data storytelling: what's easy and what's hard,2021,6,18,12
how to ensure your actionable insights lead to action,2021,6,14,11
7 must-have data visualization skills for data analysts,2021,6,8,12
google data studio dashboard  remixed,2021,5,31,11
data storytelling is a sandwich,2021,5,26,23
keys to data fluency: shared understanding,2021,5,19,19
data storytelling and photo composition,2021,5,17,13
interview with sourceforge: bringing data-driven decisions to a broad audience,2021,5,14,12
14 best data storytelling tools 2021,2021,5,7,0
11 best data storytelling courses 2021,2021,5,3,20
the art of data storytelling,2021,5,1,15
a review of data storytelling solutions,2021,4,28,19
keys to data fluency: new decision-making behaviors,2021,4,25,23
keys to data fluency: matching tools to user needs,2021,4,21,12
data storytelling lessons: be relatable and specific,2021,4,20,12
keys to data fluency: believe in your front-line decision-makers,2021,4,19,12
keys to data fluency: creating the data product ecosystem,2021,4,12,21
data discussion lessons from brad pitt,2021,4,7,17
9 habits of data fluent organizations — and how to learn them,2021,4,7,0
keys to data fluency: less data  more insights,2021,4,1,12
calculating variance in the log domain,2020,8,14,14
back to basics: approximate bayesian computation,2020,5,18,15
three opinions on theorems,2019,10,16,19
exponential families cheatsheet,2019,10,4,14
statistics – the rules of the game,2018,6,12,17
a divergence bound for hybrids of mcmc and variational inference and …,2017,11,16,16
the second and third best features of lyx you aren’t using.,2017,5,24,21
you deserve better than two-sided finite differences,2017,4,22,21
sneaking up on bayesian inference (a fable in four acts),2016,12,6,22
algorithmic dimensions,2015,9,14,6
registration is open - deep learning autumn school at bar ilan university,2019,9,25,11
israeli ai week - call for talks ending aug 1st,2019,7,14,4
allen institue opens an israeli branch,2019,5,23,4
upcoming data science events in israel,2019,3,7,6
hacking deep learning (bar ilan) workshop videos,2019,2,19,12
uai 2019 is coming to tel aviv,2019,2,17,15
alibaba acquires data artisans?,2019,1,10,18
apple shares turi create open source framework,2017,12,9,5
prof. joseph keshet from biu fools deep learning,2017,9,8,17
dataiku raised 28m$,2017,9,8,17
deepgram - audio search with deep learning,2017,9,5,4
some misc news,2017,7,27,6
data science summit europe 2017,2017,2,13,7
deep learning for cancer research,2017,1,27,1
amazing deep learning visualization,2017,1,25,23
tensorflow to support keras api,2017,1,19,11
pipeline.io - production environment to serve tensorflow models,2017,1,19,8
cryptonets: scoring deep learning on encrypted data,2017,1,17,6
neural networks for graphs,2016,12,15,14
a new machine learning podcast,2016,6,25,3
4th large scale recommender systems workshop - deadline extended,2016,6,23,18
graphlab create healthcare use case,2016,6,19,10
novomatic - comparing spark  pandas and dato,2016,6,19,5
prof. alex smola moves to amazon,2016,6,16,8
rsa fraud in social media report,2016,6,14,18
ethics  logistic regression  and 0-1 loss,2016,12,27,22
becky’s and my annotation paper in tacl,2014,10,29,22
document classification with lucene,2014,4,10,13
lucene 4 essentials for text search and indexing,2014,3,8,11
new book: text processing in java,2014,1,31,9
canceled: help build a watson clone–participants sought for lingpipe code camp,2014,1,11,0
limits of floating point and the asymmetry of 0 and 1,2013,12,19,19
fokkens et al. on replication failure,2013,9,25,5
lingpipe incubator welcomes seer,2013,9,9,21
token lumpers and splitters: spider-man vs. superman,2013,8,21,18
differential evolution from scratch in python,2021,6,15,19
modeling pipeline optimization with scikit-learn,2021,6,13,19
gradient descent with adagrad from scratch,2021,6,10,19
gradient descent optimization with amsgrad from scratch,2021,6,8,19
gradient descent optimization with adamax from scratch,2021,6,6,19
a gentle introduction to premature convergence,2021,6,3,19
why optimization is important in machine learning,2021,6,1,19
a gentle introduction to function optimization,2021,5,30,19
one-dimensional (1d) test functions for function optimization,2021,5,27,19
line search optimization with python,2021,5,25,19
distributionally robust contextual bandit learning,2020,12,5,20
convex-concave games off the shelf,2020,7,18,1
iclr 2019 thoughts,2019,5,10,21
rl will disrupt or,2019,3,8,14
pytorch pu learning trick,2018,3,6,21
nips conversation ai workshop,2017,12,15,16
icml 2017 thoughts,2017,8,11,6
rational inexuberance,2017,7,26,18
tiered architectures  counterfactual learning  and sample complexity,2017,7,17,19
why now is the time for dialog,2017,3,25,14
software engineering vs machine learning concepts,2017,2,16,0
reinforcement learning and language support,2017,1,28,2
reinforcement learning as a service,2017,1,22,0
generating text via adversarial training,2017,1,13,23
on the sustainability of open industrial research,2016,12,17,20
dialogue workshop recap,2016,12,16,13
nips 2016 reflections,2016,12,12,12
learning methods for dialog workshop at nips this saturday,2016,12,3,21
nips dialogue workshop,2016,9,20,2
update on dialogue progress,2016,7,8,19
icml 2016 thoughts,2016,7,5,4
accelerating progress in dialogue,2016,6,26,2
thoughts on reviewing,2016,4,7,3
the future has more co-authors,2016,1,31,22
attention: more musings,2016,1,12,18
what is a composable enterprise and why you need it?,2021,6,15,4
the importance of data sharing in organizations,2020,10,26,19
4 ways to keep businesses running during a crisis,2020,5,6,16
make ai “intelligent” again,2019,10,24,15
the size of the global master data management market,2019,8,10,16
chart of accounts domain in master data management,2019,2,2,15
hello gdpr  it’s been a month. how are you doing?,2018,6,26,20
no omnichannel experiences? you are dead to me,2018,4,10,5
machine learning – next big step in master data management,2017,11,21,21
party data model in master data management,2017,5,9,3
the akronomicon: an extreme-scale leaderboard,2021,5,21,18
virtual workshop: conceptual understanding of deep learning (may 17th 9am-4pm pst),2021,4,28,5
randomized algorithms for scientific computing (rasc),2021,4,27,5
the $1 000 gpt-3,2021,4,6,15
computing with light: how lighton intends to unlock transformative ai,2021,3,24,18
unveiling lighton appliance,2021,3,8,18
video: lighton unlocks transformative ai,2021,3,4,14
the awesome implicit neural representations highly technical reference page,2020,12,29,16
hardware beyond backpropagation: a photonic co-processor for direct feedback alignment,2020,12,21,22
diffraction-unlimited imaging based on conventional optical devices,2020,12,19,23
lighton at #neurips2020,2020,12,9,6
weight agnostic neural networks  a virtual presentation by adam gaier  thursday october 15th  lighton ai meetup #7,2020,10,14,9
as the world turns: implementations now on arxiv thanks to paper with code,2020,10,10,13
photonic computing for massively parallel ai is out and it is spectacular!,2020,5,29,14
tackling reinforcement learning with the aurora opu,2020,5,15,5
3-year phd studentship in inverse problems and optical computing  lighton  paris  france,2020,4,29,12
lighton cloud 2.0 featuring lighton aurora opus,2020,4,7,15
accelerating sars-cov2 molecular dynamics studies with optical random features,2020,3,26,5
au revoir backprop ! bonjour optical transfer learning !,2020,3,14,13
beyond overfitting and beyond silicon: the double descent curve,2020,1,15,11
lighton’s ai research workshop — form #4: the future of random matrices. thursday  december 19th,2019,12,18,12
ce soir: paris machine learning meetup #2 season 7: symbolic maths  data generation thru gan  "prevision retards" @sncf  retail and ai  rapids.ai leveraging gpus,2019,12,11,12
paris machine learning meetup #1 season 7: neuroscience & ai  time series  deep transfert learning in nlp  media campaign  energy forecasting,2019,11,13,14
paris machine learning meetup hors série #1: a talk with françois chollet hors série with françois chollet  (creator of the keras library),2019,11,9,9
videos: ima computational imaging workshop  october 14 - 18  2019,2019,11,1,11
how to deploy artificial intelligence in the industrial world,2019,1,3,16
chasing fermat’s last theorem,2017,12,5,19
dissecting diophantine equations,2017,11,7,19
understanding catalan’s conjecture,2017,10,9,17
what is empirical risk minimization,2017,8,19,17
measuring the stability of machine learning algorithms,2017,7,8,17
ergodicity in the world of iot,2017,5,14,17
cauchy sequences in the real world,2017,2,21,17
measuring the memory of time series data,2016,11,30,18
what is pareto optimality,2016,9,15,21
liftoff: the basics of predictive model deployment,2021,5,28,12
hot video: more accuracy fallacies – predicting criminality and psychosis,2021,4,22,13
the precondition for machine learning success: bridge the quant/business culture gap,2021,4,19,13
hot video: the accuracy fallacy – bogus machine learning results,2021,4,10,11
explainable machine learning  model transparency  and the right to explanation,2021,4,8,12
machine learning’s missing link: business leadership,2021,3,20,13
six ways machine learning threatens social justice,2020,10,24,13
coursera’s “machine learning for everyone” fulfills unmet training requirements,2020,9,15,13
how machine learning works – in 20 seconds,2020,9,3,11
seven reasons budding data scientists need  a machine learning course that’s not hands-on,2020,8,25,12
heatmaply 1.0.0 – beautiful interactive cluster heatmaps in r,2020,1,8,14
registration for erum 2018 closes in two days!,2018,4,27,12
r 3.5.0 is released! (major release with many new features),2018,4,24,6
r 3.4.3 is released (a bug-fix release),2017,12,8,18
heatmaply: an r package for creating interactive cluster heatmaps for online publishing,2017,10,30,14
r 3.4.2 is released (with several bug fixes and a few performance improvements),2017,9,29,17
r 3.4.1 is released – with some windows related bug-fixes,2017,7,11,7
r 3.4.0 is released – with new speed upgrades and bug-fixes,2017,4,24,9
shinyheatmaply – a shiny app for creating interactive cluster heatmaps,2017,3,28,19
r 3.3.3 is released!,2017,3,7,15
how to write an academic teaching statement,2016,12,3,2
socal ml symposium,2016,9,29,5
data science positions for sports analytics,2016,1,2,3
thoughts on nips 2015 and openai,2015,12,31,20
thoughts on kdd 2015,2015,9,7,22
kdd 2015 workshop on large-scale sports analytics,2015,4,9,17
a brief overview of deep learning,2015,1,14,6
thoughts on nips 2014,2014,12,20,3
how to write an academic research statement,2014,10,13,19
caltech cms faculty opening 2014,2014,10,3,22
nips 2014 workshop on personalization,2014,8,26,0
resnick sustainability institute postdoctoral fellowship,2014,8,6,17
large-scale sports analytics workshop (kdd 2014),2014,5,22,15
grad school decisions,2014,3,17,4
new caltech phd program,2014,1,23,22
caltech electrical engineering faculty opening,2013,12,17,4
thoughts on nips 2013,2013,12,14,21
remembering ben taskar,2013,11,19,2
caltech cmi postdoc openings,2013,10,26,4
disney  caltech,2013,7,31,18
interpretable predictive models,2013,7,17,4
two thoughts on the academic job market,2013,5,13,12
human supremacy bias,2013,4,23,19
reviewing season,2013,3,15,16
thoughts on nips 2012,2012,12,12,15
azurer update: new in may/june,2021,6,9,16
microsoft365r 2.1.0 with outlook support now on cran,2021,4,15,16
outlook client support in microsoft365r available for beta test,2021,3,30,16
teams support in microsoft365r,2021,3,10,17
microsoft365r: an r interface to the microsoft 365 suite,2021,2,9,17
azurecosmosr: interface to azure cosmos db,2021,1,21,17
what's new with azurer,2021,1,13,17
azure functions with r and plumber,2020,12,17,17
r at microsoft,2020,12,11,18
attend the create:data free online event  december 7,2020,11,25,17
blazing trails in teaching talend: meet rick sherman,2020,1,21,15
how to make a self-service bi tools deployment less painful,2019,2,8,22
tableau vs. power bi vs. qlik: how the bi rivals stack up,2018,9,18,17
modern data architecture—avoiding  the ‘one-tool-fits-all trap,2018,6,20,16
for bi  you must know the data integration process,2017,12,28,16
govern first  then ask many questions,2017,11,13,13
self-service bi on dm radio,2017,11,9,18
dataversity 2017,2017,10,26,17
azure sql data warehouse turns up the heat,2017,7,25,21
a firm foundation for modernized bi & analytics,2017,6,28,16
properties of interpretability,2016,12,6,3
goals of interpretability,2016,11,17,14
interacting with ml models,2016,10,26,20
lstms,2016,6,4,13
rolling and unrolling rnns,2016,4,28,2
continuous bayes’ theorem,2016,1,20,14
the tensorflow perspective on neural networks,2015,11,30,14
neural networks  linear transformations and word embeddings,2015,11,9,14
recurrent neural networks,2015,10,20,13
gpus and neural networks,2015,7,14,20
thank you,2017,12,31,8
happy holidays from svds,2017,12,28,17
crossing the development to production divide,2017,12,21,15
q&a: on being data-driven,2017,12,7,17
managing uncertainty,2017,11,30,17
analyzing sentiment in caltrain tweets,2017,11,21,17
learning from imbalanced classes,2017,11,16,17
exploring the possibilities of artificial intelligence,2017,11,9,18
merging data science and business,2017,11,2,16
handling small files in mapr-fs,2017,10,26,15
streamline - tidy data as a service,2021,3,31,0
the four jobs of the data scientist,2020,11,24,0
palantir shows its cards,2020,8,26,0
asymptotics of reproducibility,2020,4,30,0
amplifying people i trust on covid-19,2020,4,29,0
is artificial intelligence revolutionizing environmental health?,2019,12,4,0
you can replicate almost any plot with r,2019,8,28,0
so you want to start a podcast,2019,8,27,0
the data deluge means no reasonable expectation of privacy - now what?,2019,7,23,0
more datasets for teaching data science: the expanded dslabs package,2019,7,19,0
research quality data and research quality databases,2019,5,29,0
i co-founded a company! meet problem forward data science,2019,5,20,0
generative and analytical models for data analysis,2019,4,29,0
tukey  design thinking  and better questions,2019,4,17,0
interview with abhi datta,2019,4,1,0
why do i need to analyze ecommerce results?,2021,6,17,13
how can i make search and analytics easier for my staff?,2021,6,16,6
tally erp analytics: providing a comprehensive picture of business!,2021,6,9,9
clickless analytics is the future of business user analytics!,2021,6,8,12
give citizen data scientists the tools they need!,2021,6,3,12
digital transformation (dx) requires augmented analytics technology to support business users!,2021,6,2,11
machine maintenance using smarten assisted predictive modelling!,2021,5,31,8
ecommerce analytics is mandatory to business success!,2021,5,27,12
want to know your business future? get auto insights!,2021,5,25,9
ease of use for augmented analytics is key!,2021,5,20,20
a typology of data relationships,2020,11,19,17
the evolution of data science … as i remember it,2020,10,22,4
pii. the great taboo of data analysis,2020,10,16,20
anecdotes and big data,2020,9,27,11
what are the odds?,2020,8,25,18
why you need to take stats 101,2020,8,11,18
probability is simple … kinda,2020,8,1,22
what to look for in data,2020,7,17,21
35 ways data go bad,2020,7,11,12
the most important statistical assumptions,2020,7,6,0
interpreting the shapes of hazard functions in survival analysis,2021,6,10,13
member training: an introduction into the grammar of graphics,2021,6,1,13
what is a chi-square test?,2021,5,19,12
missing data mechanisms: a primer,2021,5,11,13
member training: writing study design and statistical analysis plans,2021,5,3,16
python script for requesting user input repeatedly,2021,1,17,1
dis-aggregated hardware,2020,2,5,3
open source networking: a hierarchical approach,2020,1,16,3
curious about 5g?,2020,1,13,19
ai  ml  nn and dl: a visual explanation,2019,7,16,0
the research process,2019,6,23,18
operationalize trusted ai with ibm watson openscale,2019,3,28,13
satellite imagery and remote sensing puzzles,2019,2,4,16
the world of languages,2019,1,9,22
producing a map with 5 lines of code,2018,7,22,11
ibm spss and entity analytics at work,2018,4,29,14
testing senzing's entity resolution workbench,2018,4,21,11
watson analytics  spss modeler and esri arcgis,2018,3,1,17
visualization of the 1854 london cholera outbreak,2017,11,14,15
what caused the challenger disaster?,2017,10,27,1
regression in r,2017,10,15,2
coefficient of alienation,2017,10,7,19
homoscedasticity and heteroscedasticity,2017,9,30,22
standard deviation versus absolute mean deviation,2017,9,27,1
basic statistics in r,2017,9,13,23
adding a .rdata file to dsx in 5 easy steps,2017,9,13,14
basic graphs in r,2017,9,4,10
advanced data preparation in r,2017,9,2,14
engine bleed air: a primer,2017,8,28,3
data preparation in r,2017,8,24,13
gradient flow snapshot #59: from cloud → sky computing; automation in dataops; top technology trends,2021,6,18,14
questioning the efficacy of neural recommendation systems,2021,6,17,14
gradient flow snapshot #58: delta live tables; knowledge graphs; data portability,2021,6,11,14
automation in data management and data labeling,2021,6,10,14
gradient flow snapshot #57: monitoring machine learning models; greykite for time-series forecasting,2021,6,4,14
reinforcement learning for the win,2021,6,3,14
gradient flow snapshot #56: airflow + ray; data warehouse → lakehouse; csv file → knowledge graph,2021,5,28,14
how companies are investing in ai risk and liability minimization,2021,5,27,14
gradient flow snapshot #55: reinforcement learning in the enterprise  knowledge graphs in finance,2021,5,21,14
the future of machine learning lies in better abstractions,2021,5,20,14
gradient flow snapshot #54: nlp index and getting read for new ai regulations,2021,5,14,14
why you should optimize your deep learning inference platform,2021,5,13,14
gradient flow snapshot #53: data validation for machine learning; modernizing data governance,2021,5,7,14
ai beyond automation,2021,5,6,14
gradient flow snapshot #52: data integration; language benchmarks; online resource allocation with ray,2021,4,30,14
injecting software engineering practices and rigor into data governance,2021,4,29,14
gradient flow snapshot #51: what is dataops; 2021 technology radar,2021,4,23,14
building a data store for unstructured data and deep learning applications,2021,4,22,14
free report: 2021 business at the speed of ai report,2021,4,20,14
gradient flow snapshot #50: data engineering jobs in the u.s; algorithms that make instacart roll,2021,4,16,14
how technology companies are using ray,2021,4,15,13
free report: 2020 nlp industry survey report,2021,4,13,14
gradient flow snapshot #49: data cascades; exploiting ml models; prisma migrate,2021,4,9,16
data quality is key to great ai products and services,2021,4,8,13
free report: 2021 trends in data and ai,2021,4,6,14
